jaar,patientgroep,Provincie,geslacht,leeftijdsklasse,dialysevorm,dialysevorm_sub,prevalentie_abs,prevalentie_rel,prevalentie_rel_std,incidentie_dag1_abs,incidentie_dag1_rel,incidentie_dag1_rel_std,incidentie_dag91_abs,incidentie_dag91_rel,incidentie_dag91_rel_std,Aantal_patienten_kosten,Zorgkosten_totaal,Zorgkosten_eerstelijns,Zorgkosten_medicatie,Zorgkosten_ziekenvervoer,Zorgkosten_GGZ,Zorgkosten_overig,Zorgkosten_DBC_RRT,Zorgkosten_DBC_overig,Zorgkosten_DBC_totaal,Noemer_overige_themas,Aantal_specialist,Pct_specialist,Aantal_cardioloog,Pct_cardioloog,Aantal_internist,Pct_internist,Aantal_dermatoloog,Pct_dermatoloog,Aantal_chirurg,Pct_chrirug,Aantal_fysiotherapeut,Pct_fysiotherapeut,Aantal_dietist,pct_dietist,Aantal_shuntinterventies,Pct_shuntinterventies,Aantal_screening_transplantatie,Pct_screening_transplantatie,Aantal_intensive_care,Pct_intensive_care,Aantal_dialyse_intensive_care,Pct_dialyse_intensive_care,Aantal_antihypertensiva_RAAS,Pct_antihypertensiva_RAAS,Aantal_antihyp_ACE_remmers,Pct_antihyp_ACE_remmers,Aantal_diabetesmed_insuline,Pct_diabetesmed_insuline,Aantal_diabetesmed_overig,Pct_diabetesmed_overig,Aantal_lipid_statine,Pct_lipid_statine,Aantal_lipid_overig,Pct_lipid_overig,Aantal_antidepressiva,Pct_antidepressiva,Aantal_slaapmedicatie,Pct_slaapmedicatie,Aantal_antistolling,Pct_antistolling,Aantal_overlijden,pct_overlijden,Aantal_procedure_vaatlijden,Pct_procedure_vaatlijden,Aantal_SEH,pct_seh,Aantal_polikliniek,Pct_polikliniek,Aantal_opname,pct_opname,Aantal_diabetes,Pct_diabetes,Aantal_maligniteit,pct_maligniteit,Aantal_macrovasculair,pct_macrovasculair,Aantal_coronair,pct_coronair,Aantal_perif_art_vaatl,Pct_perif_art_vaatl,Aantal_CVA_TIA,Pct_CVA_TIA,Aantal_hypertensie,pct_hypertensie
2017,Dialyse,Alle,M,45-64 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Alle,M,45-64 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Alle,M,65-74 jaar,Alle,Alle,993,1074,,350,379,,302,327,,615,€ 91.13,€ 493,€ 4.33,€ 4.94,€ 202,€ 2.89,€ 67.09,€ 11.19,€ 78.29,993,950,95.67%,615,64.74%,600,63.16%,205,21.58%,417,43.89%,101,10.17%,24,2.42%,2,2,,,148,14.90%,34,22.97%,415,41.79%,229,23.06%,274,27.59%,126,12.69%,581,58.51%,31,3.12%,113,11.38%,82,8.26%,757,76.23%,181,18.23%,7,7,5,5,9,9,6,6,3,3,198,19.94%,395,39.78%,214,21.55%,215,21.65%,34,3.42%,880,88.62%
2017,Dialyse,Alle,M,65-74 jaar,Hemodialyse (HD),Alle subvormen HD,849,920,,288,312,,243,263,,544,€ 92.38,€ 498,€ 4.24,€ 5.54,€ 220,€ 2.87,€ 67.34,€ 11.67,€ 79.01,850,815,95.88%,526,64.54%,513,62.94%,169,20.74%,362,44.42%,,,,,2,2,,,136,16.00%,,,338,39.76%,187,22.00%,232,27.29%,106,12.47%,481,56.59%,,,,,,,,,152,17.88%,,,4,5,8,9,5,6,3,3,169,19.88%,345,40.59%,,,,,,,739,86.94%
2017,Dialyse,Alle,M,65-74 jaar,Hemodialyse (HD),HD in centrum,811,878,,,,,,,,512,€ 92.65,€ 506,€ 4.21,€ 5.84,€ 226,€ 2.75,€ 67.25,€ 11.87,€ 79.12,812,780,96.06%,498,63.85%,493,63.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,,,,,,,,,,,,,,,709,87.32%
2017,Dialyse,Alle,M,65-74 jaar,Hemodialyse (HD),HD thuis,38,41,,,,,,,,32,€ 87.95,€ 379,€ 4.73,€ 673,€ 127,€ 4.77,€ 68.82,€ 8.46,€ 77.28,38,35,92.11%,28,80.00%,20,57.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,,,,,,,,,,,,30,78.95%
2017,Dialyse,Alle,M,65-74 jaar,Peritoneale dialyse (PD),Alle subvormen PD,143,155,,61,66,,59,64,,71,€ 81.62,€ 451,€ 5.01,€ 329,€ 63,€ 3.03,€ 65.17,€ 7.57,€ 72.74,143,135,94.41%,89,65.93%,87,64.44%,36,26.67%,55,40.74%,,,,,6,4,,,12,8.39%,,,77,53.85%,42,29.37%,42,29.37%,20,13.99%,100,69.93%,,,,,,,,,29,20.28%,,,7,4,1,9,9,6,5,4,29,20.28%,50,34.97%,,,,,,,141,98.60%
2017,Dialyse,Alle,M,65-74 jaar,Peritoneale dialyse (PD),APD,89,96,,,,,,,,47,€ 85.03,€ 371,€ 5.90,€ 307,€ 92,€ 3.31,€ 66.81,€ 8.25,€ 75.06,89,86,96.63%,56,65.12%,56,65.12%,,,,,,,,,4,4,,,,,,,41,46.07%,,,,,,,,,,,,,,,,,,,,,4,4,8,9,6,6,3,3,,,,,,,,,,,89,100.00%
2017,Dialyse,Alle,M,65-74 jaar,Peritoneale dialyse (PD),CAPD,54,58,,,,,,,,24,€ 74.96,€ 608,€ 3.27,€ 373,€ 8,€ 2.50,€ 61.96,€ 6.25,€ 68.20,54,49,90.74%,33,67.35%,31,63.27%,,,,,,,,,2,4,,,,,,,36,66.67%,,,,,,,,,,,,,,,,,,,,,2,5,4,9,3,6,2,4,,,,,,,,,,,52,96.30%
2017,Dialyse,Alle,M,75 jaar en ouder,Alle,Alle,1446,2453,,355,602,,311,528,,1064,€ 83.44,€ 526,€ 3.27,€ 4.36,€ 38,€ 2.29,€ 64.97,€ 7.98,€ 72.95,1446,1368,94.61%,838,61.26%,744,54.39%,372,27.19%,531,38.82%,125,8.64%,47,3.25%,2,2,,,115,7.95%,20,17.39%,507,35.06%,248,17.15%,270,18.67%,147,10.17%,780,53.94%,39,2.70%,116,8.02%,103,7.12%,1178,81.47%,380,26.28%,5,4,7,5,1,9,8,5,4,3,312,21.58%,466,32.23%,216,14.94%,266,18.40%,50,3.46%,1258,87.00%
2017,Dialyse,Alle,M,75 jaar en ouder,Hemodialyse (HD),Alle subvormen HD,1270,2189,,292,503,,256,441,,946,€ 83.86,€ 525,€ 3.29,€ 4.83,€ 39,€ 2.13,€ 65.08,€ 7.97,€ 73.05,1272,1206,94.81%,736,61.03%,646,53.57%,323,26.78%,474,39.30%,,,,,2,1,,,,,,,415,32.63%,198,15.57%,227,17.85%,127,9.98%,668,52.52%,,,,,,,,,336,26.42%,,,6,5,1,9,7,5,3,2,,,416,32.70%,,,,,,,1097,86.24%
2017,Dialyse,Alle,M,75 jaar en ouder,Hemodialyse (HD),HD in centrum,1230,2120,,,,,,,,911,€ 83.84,€ 527,€ 3.27,€ 4.99,€ 40,€ 2.05,€ 65.00,€ 7.96,€ 72.96,1232,1168,94.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,1062,86.20%
2017,Dialyse,Alle,M,75 jaar en ouder,Hemodialyse (HD),HD thuis,40,69,,,,,,,,35,€ 84.54,€ 469,€ 3.83,€ 556,€ 0,€ 4.35,€ 67.32,€ 8.03,€ 75.35,40,38,95.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,,,,,,,,,,,,35,87.50%
2017,Dialyse,Alle,M,75 jaar en ouder,Peritoneale dialyse (PD),Alle subvormen PD,173,298,,61,105,,54,93,,118,€ 80.02,€ 535,€ 3.14,€ 608,€ 30,€ 3.51,€ 64.09,€ 8.11,€ 72.20,174,162,93.10%,102,62.96%,98,60.49%,49,30.25%,57,35.19%,,,,,6,3,,,,,,,92,52.87%,50,28.74%,43,24.71%,20,11.49%,112,64.37%,,,,,,,,,44,25.29%,,,9,5,1,9,1,6,6,3,,,50,28.74%,,,,,,,161,92.53%
2017,Dialyse,Alle,M,75 jaar en ouder,Peritoneale dialyse (PD),APD,101,174,,,,,,,,77,€ 83.99,€ 546,€ 3.49,€ 676,€ 16,€ 4.13,€ 65.74,€ 9.39,€ 75.13,102,96,94.12%,64,66.67%,57,59.38%,27,28.13%,,,,,,,2,2,,,,,,,57,55.88%,28,27.45%,,,,,,,,,,,,,,,,,,,5,5,9,9,6,5,3,3,27,26.47%,32,31.37%,24,23.53%,,,,,94,92.16%
2017,Dialyse,Alle,M,75 jaar en ouder,Peritoneale dialyse (PD),CAPD,72,124,,,,,,,,41,€ 72.56,€ 514,€ 2.47,€ 479,€ 56,€ 2.35,€ 61.00,€ 5.70,€ 66.69,72,66,91.67%,38,57.58%,41,62.12%,22,33.33%,,,,,,,3,4,,,,,,,35,48.61%,22,30.56%,,,,,,,,,,,,,,,,,,,4,6,6,9,5,6,2,3,16,22.22%,18,25.00%,12,16.67%,,,,,67,93.06%
2017,Dialyse,Groningen,M+V,Alle (20+),Alle,Alle,200,443,451,50,111,114,43,95,98,149,€ 87.33,€ 360,€ 3.57,€ 5.40,€ 309,€ 2.20,€ 69.05,€ 6.43,€ 75.49,200,184,92.00%,106,57.61%,110,59.78%,41,22.28%,75,40.76%,11,5.50%,,,3,1,1,9,19,9.50%,,,69,34.50%,46,23.00%,43,21.50%,,,,,,,,,,,,,30,15.00%,1,6,1,5,1,9,1,5,5,2,27,13.50%,59,29.50%,30,15.00%,36,18.00%,,,172,86.00%
2017,Dialyse,Groningen,M+V,Alle (20+),Hemodialyse (HD),Alle subvormen HD,184,407,415,,,,,,,,,,,,,,,,,184,171,92.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,157,85.33%
2017,Dialyse,Groningen,M+V,Alle (20+),Hemodialyse (HD),HD in centrum,172,381,387,,,,,,,129,€ 89.25,€ 364,€ 3.80,€ 6.17,€ 357,€ 2.06,€ 69.58,€ 6.93,€ 76.51,172,161,93.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,Alle (20+),Hemodialyse (HD),HD thuis,12,27,27,,,,,,,11,€ 75.80,€ 325,€ 2.72,€ 494,€ 0,€ 4.22,€ 64.83,€ 3.22,€ 68.05,12,10,83.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,Alle (20+),Peritoneale dialyse (PD),Alle subvormen PD,16,35,36,,,,,,,,,,,,,,,,,16,13,81.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,15,93.75%
2017,Dialyse,Groningen,M+V,Alle (20+),Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,Alle (20+),Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,20-44 jaar,Alle,Alle,20,111,114,,,,,,,13,€ 89.04,€ 264,€ 3.53,€ 4.65,€ 0,€ 719,€ 74.26,€ 5.61,€ 79.87,20,18,90.00%,11,61.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,9,1,5,,,,,,,,,,,,,16,80.00%
2017,Dialyse,Groningen,M+V,20-44 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,13,€ 89.04,€ 264,€ 3.53,€ 4.65,€ 0,€ 719,€ 74.26,€ 5.61,€ 79.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,20-44 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,20-44 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,20-44 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,20-44 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,20-44 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,45-64 jaar,Alle,Alle,62,390,385,,,,,,,45,€ 95.55,€ 326,€ 4.88,€ 5.32,€ 309,€ 3.25,€ 73.12,€ 8.35,€ 81.47,62,56,90.32%,31,55.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,9,4,6,,,,,,,,,,,,,54,87.10%
2017,Dialyse,Groningen,M+V,45-64 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,43,€ 96.63,€ 334,€ 5.07,€ 5.56,€ 323,€ 3.30,€ 73.33,€ 8.71,€ 82.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,45-64 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,45-64 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,45-64 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,45-64 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,45-64 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,65-74 jaar,Alle,Alle,48,730,728,15,228,229,13,198,199,35,€ 84.07,€ 370,€ 3.94,€ 4.70,€ 798,€ 1.93,€ 66.96,€ 5.38,€ 72.34,48,46,95.83%,29,63.04%,27,58.70%,10,21.74%,16,34.78%,,,,,1,2,,,,,,,16,33.33%,12,25.00%,15,31.25%,,,,,,,,,,,,,10,20.83%,,,2,5,4,9,2,5,1,3,11,22.92%,20,41.67%,,,,,,,43,89.58%
2017,Dialyse,Groningen,M+V,65-74 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,33,€ 84.82,€ 383,€ 4.15,€ 4.99,€ 846,€ 1.97,€ 67.00,€ 5.49,€ 72.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,65-74 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,65-74 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,65-74 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,65-74 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,65-74 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,75 jaar en ouder,Alle,Alle,70,1496,1521,16,342,350,16,342,350,56,€ 82.35,€ 404,€ 2.29,€ 6.08,€ 75,€ 1.88,€ 65.88,€ 5.75,€ 71.63,70,64,91.43%,35,54.69%,33,51.56%,15,23.44%,29,45.31%,,,,,1,1,,,,,,,27,38.57%,14,20.00%,12,17.14%,,,,,,,,,,,,,15,21.43%,,,3,4,6,9,3,5,2,2,10,14.29%,20,28.57%,,,,,,,59,84.29%
2017,Dialyse,Groningen,M+V,75 jaar en ouder,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,51,€ 83.04,€ 394,€ 2.33,€ 6.60,€ 83,€ 1.87,€ 65.86,€ 5.90,€ 71.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,75 jaar en ouder,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,75 jaar en ouder,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,75 jaar en ouder,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,75 jaar en ouder,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,M+V,75 jaar en ouder,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,Alle (20+),Alle,Alle,84,369,368,24,105,106,20,88,88,59,€ 87.28,€ 403,€ 3.41,€ 5.78,€ 559,€ 2.98,€ 67.53,€ 6.63,€ 74.15,84,76,90.48%,42,55.26%,49,64.47%,16,21.05%,39,51.32%,,,,,2,2,,,,,,,30,35.71%,24,28.57%,24,28.57%,,,,,,,,,,,,,,,,,4,5,7,9,4,5,2,3,10,11.90%,27,32.14%,12,14.29%,19,22.62%,,,69,82.14%
2017,Dialyse,Groningen,V,Alle (20+),Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,Alle (20+),Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,Alle (20+),Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,Alle (20+),Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,Alle (20+),Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,Alle (20+),Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,20-44 jaar,Alle,Alle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,20-44 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,20-44 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,20-44 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,20-44 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,20-44 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,20-44 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,45-64 jaar,Alle,Alle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,45-64 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,18,€ 98.85,€ 425,€ 4.49,€ 5.11,€ 633,€ 5.44,€ 70.63,€ 12.13,€ 82.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,45-64 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,45-64 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,45-64 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,45-64 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,45-64 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,65-74 jaar,Alle,Alle,26,790,788,,,,,,,15,€ 82.72,€ 405,€ 4.38,€ 4.41,€ 1.37,€ 2.24,€ 65.18,€ 4.73,€ 69.91,26,25,96.15%,15,60.00%,17,68.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,9,1,6,,,,,,,,,,,,,23,88.46%
2017,Dialyse,Groningen,V,65-74 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,14,€ 82.95,€ 420,€ 4.65,€ 4.72,€ 1.47,€ 2.25,€ 64.90,€ 4.55,€ 69.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,65-74 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,65-74 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,65-74 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,65-74 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Dialyse,Groningen,V,65-74 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
