jaar;patientgroep;Provincie;geslacht;leeftijdsklasse;prevalentie_abs;prevalentie_rel;prevalentie_rel_std;incidentie_abs;incidentie_rel;incidentie_rel_std;Aantal_patienten_kosten;Zorgkosten_totaal;Zorgkosten_eerstelijns;Zorgkosten_medicatie;Zorgkosten_ziekenvervoer;Zorgkosten_GGZ;Zorgkosten_overig;Zorgkosten_DBC_RRT;Zorgkosten_DBC_overig;Zorgkosten_DBC_totaal;Noemer_overige_themas;Aantal_specialist;Pct_specialist;Aantal_cardioloog;Pct_cardioloog;Aantal_internist;Pct_internist;Aantal_dermatoloog;Pct_dermatoloog;Aantal_chirurg;Pct_chrirug;Aantal_fysiotherapeut;Pct_fysiotherapeut;Aantal_dietist;pct_dietist;Aantal_intensive_care;Pct_intensive_care;Aantal_dialyse_intensive_care;Pct_dialyse_intensive_care;Aantal_antihypertensiva_RAAS;Pct_antihypertensiva_RAAS;Aantal_antihyp_ACE_remmers;Pct_antihyp_ACE_remmers;Aantal_diabetesmed_insuline;Pct_diabetesmed_insuline;Aantal_diabetesmed_overig;Pct_diabetesmed_overig;Aantal_lipid_statine;Pct_lipid_statine;Aantal_lipid_overig;Pct_lipid_overig;Aantal_antidepressiva;Pct_antidepressiva;Aantal_slaapmedicatie;Pct_slaapmedicatie;Aantal_antistolling;Pct_antistolling;Aantal_overlijden;pct_overlijden;Aantal_procedure_vaatlijden;Pct_procedure_vaatlijden;Aantal_SEH;pct_seh;Aantal_polikliniek;Pct_polikliniek;Aantal_opname;pct_opname;biopt;pct_biopt;Aantal_maligniteit;pct_maligniteit;Aantal_macrovasculair;pct_macrovasculair;Aantal_coronair;pct_coronair;Aantal_perif_art_vaatl;Pct_perif_art_vaatl;Aantal_CVA_TIA;Pct_CVA_TIA;Aantal_hypertensie;pct_hypertensie
2016;Niertransplantatie;Limburg;V;Alle (20+);278;628;597;21;47;47;281;€17.475;€379;€4.949;€447;€257;€663;€5.780;€5.000;€10.781;278;258;92.81%;65;25.19%;66;25.58%;181;70.16%;47;18.22%;27;9.71%;38;13.67%;;;;;146;52.52%;80;28.78%;28;10.07%;37;13.31%;201;72.30%;17;6.12%;32;11.51%;;;;;;;;;82;29.50%;278;100.0%;71;25.54%;;;83;29.86%;25;8.99%;15;5.40%;10;3.60%;;;236;84.89%
2016;Niertransplantatie;Limburg;V;20-44 jaar;38;267;268;;;;39;€29.058;€254;€6.218;€413;€88;€584;€9.312;€12.190;€21.502;38;33;86.84%;;;;;;;;;;;;;;;;;15;39.47%;;;;;;;;;;;;;;;;;;;;;12;31.58%;38;100.0%;;;;;;;;;;;;;;;27;71.05%
2016;Niertransplantatie;Limburg;V;45-64 jaar;145;869;861;13;78;78;143;€16.643;€366;€5.090;€633;€332;€356;€7.018;€2.847;€9.865;145;136;93.79%;;;;;;;;;;;;;;;;;76;52.41%;;;;;;;;;;;;;;;;;;;;;34;23.45%;145;100.0%;;;;;;;;;;;;;;;119;82.07%
2016;Niertransplantatie;Limburg;V;65 jaar en ouder;95;712;717;;;;99;€14.115;€445;€4.245;€192;€216;€1.137;€2.601;€5.278;€7.879;95;89;93.68%;32;35.96%;24;26.97%;67;75.28%;22;24.72%;11;11.58%;;;;;;;55;57.89%;32;33.68%;12;12.63%;18;18.95%;75;78.95%;;;;;;;;;;;;;36;37.89%;95;100.0%;29;30.53%;;;36;37.89%;15;15.79%;;;;;;;90;94.74%
2016;Niertransplantatie;Limburg;M;Alle (20+);430;1010;959;28;66;63;426;€15.168;€263;€4.801;€327;€98;€851;€4.353;€4.474;€8.827;430;393;91.40%;120;30.53%;110;27.99%;290;73.79%;76;19.34%;25;5.81%;42;9.77%;;;;;266;61.86%;199;46.28%;65;15.12%;53;12.33%;298;69.30%;25;5.81%;20;4.65%;;;;;;;;;111;25.81%;430;100.0%;111;25.81%;;;124;28.84%;67;15.58%;38;8.84%;28;6.51%;;;388;90.23%
2016;Niertransplantatie;Limburg;M;20-44 jaar;75;515;518;;;;72;€12.155;€234;€4.879;€190;€182;€174;€3.982;€2.514;€6.496;75;56;74.67%;;;;;;;;;;;;;;;;;43;57.33%;;;;;;;;;;;;;;;;;;;;;18;24.00%;75;100.0%;;;;;;;;;;;;;;;61;81.33%
2016;Niertransplantatie;Limburg;M;45-64 jaar;183;1101;1096;16;96;95;181;€16.682;€235;€5.378;€413;€133;€1.184;€5.373;€3.966;€9.339;183;167;91.26%;;;;;;;;;;;;;;;;;112;61.20%;;;;;;;;;;;;;;;;;;;;;51;27.87%;183;100.0%;;;;;;;;;;;;;;;163;89.07%
2016;Niertransplantatie;Limburg;M;65 jaar en ouder;172;1508;1503;;;;173;€14.838;€305;€4.165;€294;€27;€785;€3.441;€5.822;€9.262;172;170;98.84%;65;38.24%;45;26.47%;139;81.76%;37;21.76%;13;7.56%;;;;;;;111;64.53%;72;41.86%;35;20.35%;26;15.12%;133;77.33%;;;;;;;;;;;;;42;24.42%;172;100.0%;43;25.00%;;;76;44.19%;36;20.93%;;;;;;;164;95.35%
2016;Controlegroep;Alle;M+V;Alle (20+);;;;;;;18520;€2.426;€248;€344;€37;€216;€217;€0;€1.365;€1.365;18794;8695;46.26%;1769;20.35%;1358;15.62%;1385;15.93%;1709;19.65%;506;2.69%;340;1.81%;116;0.62%;;;3585;19.08%;2022;10.76%;457;2.43%;1296;6.90%;3627;19.30%;212;1.13%;1536;8.17%;282;1.50%;2945;15.67%;132;0.70%;13;0.07%;831;4.42%;4254;22.63%;689;3.67%;;;1079;5.74%;774;4.12%;500;2.66%;190;1.01%;133;0.71%;5407;28.77%
2016;Controlegroep;Alle;M+V;20-44 jaar;;;;;;;3812;€1.252;€223;€130;€15;€248;€48;€0;€589;€589;3890;1206;31.00%;80;6.63%;164;13.60%;173;14.34%;225;18.66%;27;0.69%;58;1.49%;;;;;64;1.65%;39;1.00%;38;0.98%;38;0.98%;53;1.36%;;;;;;;;;;;;;129;3.32%;569;14.63%;81;2.08%;;;35;0.90%;11;0.28%;;;;;;;141;3.62%
2016;Controlegroep;Alle;M+V;45-64 jaar;;;;;;;8976;€2.023;€204;€328;€27;€244;€128;€0;€1.092;€1.092;9130;3870;42.39%;662;17.11%;596;15.40%;575;14.86%;767;19.82%;212;2.32%;175;1.92%;;;;;1438;15.75%;866;9.49%;185;2.03%;545;5.97%;1427;15.63%;;;;;;;;;;;;;350;3.83%;1832;20.07%;272;2.98%;;;376;4.12%;282;3.09%;;;;;;;2218;24.29%
2016;Controlegroep;Alle;M+V;65 jaar en ouder;;;;;;;5732;€3.837;€334;€511;€66;€150;€468;€0;€2.308;€2.308;5774;3619;62.68%;1027;28.38%;598;16.52%;637;17.60%;717;19.81%;267;4.62%;107;1.85%;67;1.16%;;;2083;36.08%;1117;19.35%;234;4.05%;713;12.35%;2147;37.18%;122;2.11%;437;7.57%;94;1.63%;1871;32.40%;94;1.63%;11;0.19%;352;6.10%;1853;32.09%;336;5.82%;;;668;11.57%;481;8.33%;306;5.30%;142;2.46%;72;1.25%;3048;52.79%
2016;Controlegroep;Alle;V;Alle (20+);;;;;;;7450;€2.441;€288;€305;€35;€252;€208;€0;€1.353;€1.353;7554;3847;50.93%;589;15.31%;659;17.13%;647;16.82%;840;21.84%;270;3.57%;206;2.73%;34;0.45%;;;1282;16.97%;662;8.76%;169;2.24%;433;5.73%;1194;15.81%;66;0.87%;874;11.57%;153;2.03%;913;12.09%;39;0.52%;;;368;4.87%;1821;24.11%;287;3.80%;;;484;6.41%;202;2.67%;121;1.60%;49;0.65%;45;0.60%;2156;28.54%
2016;Controlegroep;Alle;V;20-44 jaar;;;;;;;1526;€1.674;€358;€150;€14;€316;€29;€0;€807;€807;1564;648;41.43%;29;4.48%;90;13.89%;97;14.97%;101;15.59%;17;1.09%;48;3.07%;;;;;24;1.53%;17;1.09%;13;0.83%;15;0.96%;14;0.90%;;;;;;;;;;;;;68;4.35%;298;19.05%;48;3.07%;;;17;1.09%;;;;;;;;;71;4.54%
2016;Controlegroep;Alle;V;45-64 jaar;;;;;;;3632;€2.111;€224;€272;€29;€281;€121;€0;€1.185;€1.185;3710;1781;48.01%;237;13.31%;300;16.84%;298;16.73%;415;23.30%;130;3.50%;103;2.78%;;;;;518;13.96%;290;7.82%;64;1.73%;173;4.66%;446;12.02%;;;;;;;;;;;;;150;4.04%;822;22.16%;110;2.96%;;;202;5.44%;;;;;;;;;910;24.53%
2016;Controlegroep;Alle;V;65 jaar en ouder;;;;;;;2292;€3.475;€345;€462;€58;€164;€465;€0;€1.981;€1.981;2280;1418;62.19%;323;22.78%;269;18.97%;252;17.77%;324;22.85%;123;5.39%;55;2.41%;18;0.79%;;;740;32.46%;355;15.57%;92;4.04%;245;10.75%;734;32.19%;42;1.84%;263;11.54%;59;2.59%;572;25.09%;31;1.36%;;;150;6.58%;701;30.75%;129;5.66%;;;265;11.62%;122;5.35%;76;3.33%;38;1.67%;21;0.92%;1175;51.54%
2016;Controlegroep;Alle;M;Alle (20+);;;;;;;11070;€2.416;€221;€370;€38;€191;€222;€0;€1.373;€1.373;11240;4848;43.13%;1180;24.34%;699;14.42%;738;15.22%;869;17.92%;236;2.10%;134;1.19%;82;0.73%;;;2303;20.49%;1360;12.10%;288;2.56%;863;7.68%;2433;21.65%;146;1.30%;662;5.89%;129;1.15%;2032;18.08%;93;0.83%;;;463;4.12%;2433;21.65%;402;3.58%;;;595;5.29%;572;5.09%;379;3.37%;141;1.25%;88;0.78%;3251;28.92%
2016;Controlegroep;Alle;M;20-44 jaar;;;;;;;2286;€971;€132;€117;€15;€202;€60;€0;€443;€443;2326;558;23.99%;51;9.14%;74;13.26%;76;13.62%;124;22.22%;10;0.43%;10;0.43%;;;;;40;1.72%;22;0.95%;25;1.07%;23;0.99%;39;1.68%;;;;;;;;;;;;;61;2.62%;271;11.65%;33;1.42%;;;18;0.77%;;;;;;;;;70;3.01%
2016;Controlegroep;Alle;M;45-64 jaar;;;;;;;5344;€1.964;€191;€366;€26;€219;€133;€0;€1.029;€1.029;5420;2089;38.54%;425;20.34%;296;14.17%;277;13.26%;352;16.85%;82;1.51%;72;1.33%;;;;;920;16.97%;576;10.63%;121;2.23%;372;6.86%;981;18.10%;;;;;;;;;;;;;200;3.69%;1010;18.63%;162;2.99%;;;174;3.21%;;;;;;;;;1308;24.13%
2016;Controlegroep;Alle;M;65 jaar en ouder;;;;;;;3440;€4.078;€327;€544;€72;€140;€470;€0;€2.526;€2.526;3494;2201;62.99%;704;31.99%;329;14.95%;385;17.49%;393;17.86%;144;4.12%;52;1.49%;49;1.40%;;;1343;38.44%;762;21.81%;142;4.06%;468;13.39%;1413;40.44%;80;2.29%;174;4.98%;35;1.00%;1299;37.18%;63;1.80%;;;202;5.78%;1152;32.97%;207;5.92%;;;403;11.53%;359;10.27%;230;6.58%;104;2.98%;51;1.46%;1873;53.61%
2016;Controlegroep;Groningen;M+V;Alle (20+);;;;;;;686;€2.300;€248;€300;€65;€164;€211;€0;€1.312;€1.312;767;340;44.33%;77;22.65%;69;20.29%;43;12.65%;69;20.29%;11;1.43%;;;;;;;148;19.30%;98;12.78%;24;3.13%;60;7.82%;154;20.08%;10;1.30%;64;8.34%;13;1.69%;124;16.17%;;;;;30;3.91%;174;22.69%;21;2.74%;;;36;4.69%;31;4.04%;18;2.35%;10;1.30%;;;220;28.68%
2016;Controlegroep;Groningen;M+V;20-44 jaar;;;;;;;127;€1.556;€175;€99;€26;€112;€23;€0;€1.122;€1.122;164;41;25.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;10.98%;;;;;;;;;;;;;;;;
2016;Controlegroep;Groningen;M+V;45-64 jaar;;;;;;;344;€1.880;€208;€233;€34;€146;€170;€0;€1.090;€1.090;377;156;41.38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78;20.69%;;;;;;;;;;;;;;;;
2016;Controlegroep;Groningen;M+V;65 jaar en ouder;;;;;;;215;€3.411;€354;€527;€137;€224;€388;€0;€1.781;€1.781;226;143;63.27%;48;33.57%;35;24.48%;20;13.99%;32;22.38%;;;;;;;;;81;35.84%;52;23.01%;15;6.64%;37;16.37%;95;42.04%;;;15;6.64%;;;84;37.17%;;;;;11;4.87%;78;34.51%;10;4.42%;;;27;11.95%;19;8.41%;12;5.31%;;;;;119;52.65%
2016;Controlegroep;Groningen;V;Alle (20+);;;;;;;278;€2.439;€277;€329;€73;€102;€150;€0;€1.507;€1.507;302;149;49.34%;29;19.46%;30;20.13%;22;14.77%;37;24.83%;;;;;;;;;48;15.89%;28;9.27%;10;3.31%;19;6.29%;56;18.54%;;;39;12.91%;;;42;13.91%;;;;;12;3.97%;73;24.17%;;;;;14;4.64%;;;;;;;;;85;28.15%
2016;Controlegroep;Groningen;V;20-44 jaar;;;;;;;51;€1.531;€234;€111;€33;€133;€0;€0;€1.020;€1.020;70;23;32.86%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Controlegroep;Groningen;V;45-64 jaar;;;;;;;133;€2.519;€242;€264;€61;€90;€115;€0;€1.748;€1.748;152;76;50.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Controlegroep;Groningen;V;65 jaar en ouder;;;;;;;94;€2.817;€351;€540;€113;€103;€281;€0;€1.431;€1.431;80;50;62.50%;18;36.00%;11;22.00%;;;;;;;;;;;;;27;33.75%;17;21.25%;;;12;15.00%;34;42.50%;;;;;;;;;;;;;;;27;33.75%;;;;;;;;;;;;;;;43;53.75%
2016;Controlegroep;Groningen;M;Alle (20+);;;;;;;408;€2.205;€228;€280;€59;€206;€253;€0;€1.180;€1.180;465;191;41.08%;48;25.13%;39;20.42%;21;10.99%;32;16.75%;;;;;;;;;100;21.51%;70;15.05%;14;3.01%;41;8.82%;98;21.08%;;;25;5.38%;;;82;17.63%;;;;;18;3.87%;101;21.72%;;;;;22;4.73%;;;;;;;;;135;29.03%
2016;Controlegroep;Groningen;M;20-44 jaar;;;;;;;76;€1.573;€136;€91;€21;€97;€38;€0;€1.190;€1.190;94;18;19.15%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Controlegroep;Groningen;M;45-64 jaar;;;;;;;211;€1.477;€187;€213;€16;€181;€204;€0;€675;€675;225;80;35.56%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Controlegroep;Groningen;M;65 jaar en ouder;;;;;;;121;€3.872;€357;€517;€156;€318;€471;€0;€2.053;€2.053;146;93;63.70%;30;32.26%;24;25.81%;;;;;;;;;;;;;54;36.99%;35;23.97%;;;25;17.12%;61;41.78%;;;;;;;;;;;;;;;51;34.93%;;;;;;;;;;;;;;;76;52.05%
2016;Controlegroep;Friesland;M+V;Alle (20+);;;;;;;767;€2.336;€252;€310;€30;€256;€223;€0;€1.266;€1.266;801;330;41.20%;76;23.03%;62;18.79%;53;16.06%;56;16.97%;15;1.87%;21;2.62%;;;;;159;19.85%;104;12.98%;18;2.25%;51;6.37%;134;16.73%;12;1.50%;62;7.74%;14;1.75%;126;15.73%;;;;;32;4.00%;159;19.85%;37;4.62%;;;39;4.87%;30;3.75%;22;2.75%;;;;;232;28.96%
2016;Controlegroep;Friesland;M+V;20-44 jaar;;;;;;;144;€1.001;€227;€140;€0;€300;€30;€0;€304;€304;150;35;23.33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;13.33%;;;;;;;;;;;;;;;;
2016;Controlegroep;Friesland;M+V;45-64 jaar;;;;;;;365;€1.877;€204;€299;€27;€268;€119;€0;€960;€960;396;142;35.86%;;;;;;;;;;;12;3.03%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;16.41%;;;;;;;;;;;;;;;;
2016;Controlegroep;Friesland;M+V;65 jaar en ouder;;;;;;;258;€3.731;€334;€420;€49;€215;€478;€0;€2.235;€2.235;255;153;60.00%;45;29.41%;32;20.92%;26;16.99%;29;18.95%;;;;;;;;;84;32.94%;51;20.00%;;;27;10.59%;81;31.76%;;;19;7.45%;;;76;29.80%;;;;;16;6.27%;74;29.02%;19;7.45%;;;29;11.37%;16;6.27%;10;3.92%;;;;;129;50.59%
2016;Controlegroep;Friesland;V;Alle (20+);;;;;;;315;€2.793;€288;€343;€46;€262;€299;€0;€1.555;€1.555;320;145;45.31%;25;17.24%;30;20.69%;23;15.86%;30;20.69%;;;10;3.13%;;;;;60;18.75%;39;12.19%;;;;;;;;;;;;;;;;;;;13;4.06%;69;21.56%;17;5.31%;;;16;5.00%;12;3.75%;;;;;;;98;30.63%
2016;Controlegroep;Friesland;V;20-44 jaar;;;;;;;48;€1.406;€404;€66;€0;€546;€12;€0;€378;€378;40;18;45.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Controlegroep;Friesland;V;45-64 jaar;;;;;;;163;€2.021;€233;€344;€44;€296;€113;€0;€991;€991;171;60;35.09%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Controlegroep;Friesland;V;65 jaar en ouder;;;;;;;104;€4.643;€320;€470;€71;€77;€722;€0;€2.983;€2.983;109;67;61.47%;14;20.90%;18;26.87%;11;16.42%;18;26.87%;;;;;;;;;36;33.03%;20;18.35%;;;12;11.01%;29;26.61%;;;;;;;;;;;;;;;35;32.11%;;;;;;;;;;;;;;;58;53.21%
2016;Controlegroep;Friesland;M;Alle (20+);;;;;;;452;€2.018;€227;€286;€18;€252;€171;€0;€1.064;€1.064;481;185;38.46%;51;27.57%;32;17.30%;30;16.22%;26;14.05%;;;11;2.29%;;;;;99;20.58%;65;13.51%;;;;;;;;;;;;;;;;;;;19;3.95%;90;18.71%;20;4.16%;;;23;4.78%;18;3.74%;;;;;;;134;27.86%
2016;Controlegroep;Friesland;M;20-44 jaar;;;;;;;96;€799;€138;€177;€0;€178;€40;€0;€267;€267;110;17;15.45%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Controlegroep;Friesland;M;45-64 jaar;;;;;;;202;€1.761;€181;€262;€14;€245;€123;€0;€935;€935;225;82;36.44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;5.78%;;;11;4.89%;;;;;;;;;;;;;;
2016;Controlegroep;Friesland;M;65 jaar en ouder;;;;;;;154;€3.114;€343;€386;€34;€307;€314;€0;€1.730;€1.730;146;86;58.90%;31;36.05%;14;16.28%;15;17.44%;11;12.79%;;;;;;;;;48;32.88%;31;21.23%;;;15;10.27%;52;35.62%;;;;;;;;;;;;;;;39;26.71%;;;;;;;;;;;;;;;71;48.63%
2016;Controlegroep;Drenthe;M+V;Alle (20+);;;;;;;592;€2.304;€241;€317;€49;€289;€162;€0;€1.246;€1.246;631;300;47.54%;80;26.67%;48;16.00%;50;16.67%;69;23.00%;19;3.01%;10;1.58%;;;;;132;20.92%;75;11.89%;15;2.38%;48;7.61%;116;18.38%;;;38;6.02%;;;112;17.75%;;;;;30;4.75%;155;24.56%;20;3.17%;;;35;5.55%;22;3.49%;15;2.38%;;;;;198;31.38%
2016;Controlegroep;Drenthe;M+V;20-44 jaar;;;;;;;102;€1.577;€215;€73;€14;€547;€53;€0;€673;€673;103;33;32.04%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;16.50%;;;;;;;;;;;;;;;;
2016;Controlegroep;Drenthe;M+V;45-64 jaar;;;;;;;289;€1.765;€215;€268;€23;€190;€89;€0;€980;€980;327;136;41.59%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;18.65%;;;;;;;;;;;;;;;;
2016;Controlegroep;Drenthe;M+V;65 jaar en ouder;;;;;;;201;€3.448;€293;€510;€106;€299;€323;€0;€1.918;€1.918;201;131;65.17%;48;36.64%;24;18.32%;27;20.61%;27;20.61%;;;;;;;;;79;39.30%;40;19.90%;;;21;10.45%;66;32.84%;;;14;6.97%;;;73;36.32%;;;;;15;7.46%;77;38.31%;10;4.98%;;;24;11.94%;15;7.46%;;;;;;;115;57.21%
2016;Controlegroep;Drenthe;V;Alle (20+);;;;;;;251;€2.559;€274;€284;€57;€426;€217;€0;€1.301;€1.301;261;135;51.72%;25;18.52%;25;18.52%;22;16.30%;38;28.15%;;;;;;;;;49;18.77%;22;8.43%;;;18;6.90%;37;14.18%;;;24;9.20%;;;41;15.71%;;;;;14;5.36%;63;24.14%;;;;;14;5.36%;;;;;;;;;81;31.03%
2016;Controlegroep;Drenthe;V;20-44 jaar;;;;;;;42;€1.908;€290;€83;€17;€517;€13;€0;€989;€989;35;11;31.43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Controlegroep;Drenthe;V;45-64 jaar;;;;;;;123;€1.726;€237;€206;€26;€296;€100;€0;€860;€860;155;75;48.39%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Controlegroep;Drenthe;V;65 jaar en ouder;;;;;;;86;€4.069;€320;€495;€120;€566;€484;€0;€2.083;€2.083;71;49;69.01%;14;28.57%;12;24.49%;10;20.41%;11;22.45%;;;;;;;;;29;40.85%;10;14.08%;;;;;;;;;;;;;;;;;;;;;26;36.62%;;;;;;;;;;;;;;;43;60.56%
2016;Controlegroep;Drenthe;M;Alle (20+);;;;;;;341;€2.116;€217;€341;€44;€188;€122;€0;€1.205;€1.205;370;165;44.59%;55;33.33%;23;13.94%;28;16.97%;31;18.79%;;;;;;;;;83;22.43%;53;14.32%;;;30;8.11%;79;21.35%;;;14;3.78%;;;71;19.19%;;;;;16;4.32%;92;24.86%;;;;;21;5.68%;;;;;;;;;117;31.62%
2016;Controlegroep;Drenthe;M;20-44 jaar;;;;;;;60;€1.345;€163;€67;€12;€568;€82;€0;€452;€452;68;22;32.35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Controlegroep;Drenthe;M;45-64 jaar;;;;;;;166;€1.795;€199;€314;€20;€112;€81;€0;€1.069;€1.069;172;61;35.47%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Controlegroep;Drenthe;M;65 jaar en ouder;;;;;;;115;€2.983;€272;€522;€95;€99;€202;€0;€1.794;€1.794;130;82;63.08%;34;41.46%;12;14.63%;17;20.73%;16;19.51%;;;;;;;;;50;38.46%;30;23.08%;;;;;;;;;;;;;;;;;;;;;51;39.23%;;;;;;;;;;;;;;;72;55.38%
2016;Controlegroep;Overijssel;M+V;Alle (20+);;;;;;;1290;€2.317;€265;€345;€34;€151;€218;€0;€1.304;€1.304;1301;585;44.97%;111;18.97%;75;12.82%;77;13.16%;119;20.34%;35;2.69%;19;1.46%;;;;;214;16.45%;104;7.99%;30;2.31%;86;6.61%;234;17.99%;17;1.31%;103;7.92%;20;1.54%;190;14.60%;;;;;57;4.38%;290;22.29%;46;3.54%;;;76;5.84%;47;3.61%;28;2.15%;13;1.00%;;;338;25.98%
2016;Controlegroep;Overijssel;M+V;20-44 jaar;;;;;;;267;€1.058;€251;€105;€13;€148;€22;€0;€518;€518;262;82;31.30%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;4.20%;34;12.98%;10;3.82%;;;;;;;;;;;;;11;4.20%
2016;Controlegroep;Overijssel;M+V;45-64 jaar;;;;;;;632;€1.978;€201;€318;€21;€214;€176;€0;€1.048;€1.048;635;255;40.16%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;3.46%;129;20.31%;15;2.36%;;;;;;;;;;;;;138;21.73%
2016;Controlegroep;Overijssel;M+V;65 jaar en ouder;;;;;;;391;€3.724;€379;€554;€68;€49;€419;€0;€2.255;€2.255;404;248;61.39%;64;25.81%;30;12.10%;42;16.94%;51;20.56%;20;4.95%;11;2.72%;;;;;122;30.20%;56;13.86%;18;4.46%;47;11.63%;129;31.93%;12;2.97%;30;7.43%;;;123;30.45%;;;;;24;5.94%;127;31.44%;21;5.20%;;;50;12.38%;37;9.16%;23;5.69%;;;;;189;46.78%
2016;Controlegroep;Overijssel;V;Alle (20+);;;;;;;526;€2.213;€294;€304;€20;€215;€254;€0;€1.126;€1.126;515;259;50.29%;41;15.83%;42;16.22%;32;12.36%;56;21.62%;18;3.50%;;;;;;;76;14.76%;36;6.99%;10;1.94%;29;5.63%;73;14.17%;;;;;;;;;;;;;29;5.63%;119;23.11%;22;4.27%;;;30;5.83%;13;2.52%;;;;;;;139;26.99%
2016;Controlegroep;Overijssel;V;20-44 jaar;;;;;;;114;€1.672;€406;€163;€13;€286;€21;€0;€783;€783;97;44;45.36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;16.49%;;;;;;;;;;;;;;;;
2016;Controlegroep;Overijssel;V;45-64 jaar;;;;;;;264;€2.216;€203;€271;€18;€283;€192;€0;€1.249;€1.249;251;115;45.82%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;23.90%;;;;;;;;;;;;;;;;
2016;Controlegroep;Overijssel;V;65 jaar en ouder;;;;;;;148;€2.624;€370;€470;€30;€38;€544;€0;€1.171;€1.171;167;100;59.88%;23;23.00%;14;14.00%;14;14.00%;21;21.00%;;;;;;;;;42;25.15%;16;9.58%;;;;;;;;;;;;;;;;;;;;;43;25.75%;;;;;17;10.18%;10;5.99%;;;;;;;73;43.71%
2016;Controlegroep;Overijssel;M;Alle (20+);;;;;;;764;€2.388;€245;€374;€43;€106;€193;€0;€1.427;€1.427;786;326;41.48%;70;21.47%;33;10.12%;45;13.80%;63;19.33%;17;2.16%;;;;;;;138;17.56%;68;8.65%;20;2.54%;57;7.25%;161;20.48%;;;;;;;;;;;;;28;3.56%;171;21.76%;24;3.05%;;;46;5.85%;34;4.33%;;;;;;;199;25.32%
2016;Controlegroep;Overijssel;M;20-44 jaar;;;;;;;153;€601;€135;€62;€14;€46;€23;€0;€321;€321;165;38;23.03%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;10.91%;;;;;;;;;;;;;;;;
2016;Controlegroep;Overijssel;M;45-64 jaar;;;;;;;368;€1.808;€199;€352;€23;€165;€164;€0;€904;€904;384;140;36.46%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;17.97%;;;;;;;;;;;;;;;;
2016;Controlegroep;Overijssel;M;65 jaar en ouder;;;;;;;243;€4.393;€384;€604;€91;€55;€343;€0;€2.915;€2.915;237;148;62.45%;41;27.70%;16;10.81%;28;18.92%;30;20.27%;;;;;;;;;80;33.76%;40;16.88%;;;;;;;;;;;;;;;;;;;;;84;35.44%;;;;;33;13.92%;27;11.39%;;;;;;;116;48.95%
2016;Controlegroep;Flevoland;M+V;Alle (20+);;;;;;;415;€3.125;€271;€1.200;€48;€193;€147;€0;€1.266;€1.266;402;171;42.54%;36;21.05%;22;12.87%;29;16.96%;34;19.88%;12;2.99%;;;;;;;60;14.93%;40;9.95%;;;29;7.21%;73;18.16%;;;33;8.21%;14;3.48%;58;14.43%;;;;;15;3.73%;80;19.90%;16;3.98%;;;25;6.22%;17;4.23%;;;;;;;112;27.86%
